Author,Title,Year,Country of study,Native/Invasive,Mosquito stage reclassification,Insecticide reclassification,Mortality Rate,Origin
"Ragavendran, C.; Dubey, N. K.; Natarajan, D.","Beauveria bassiana (Clavicipitaceae): a potent fungal agent for controlling mosquito vectors of Anopheles stephensi, Culex quinquefasciatus and Aedes aegypti (Diptera: Culicidae)",2017,India,Native,Larvae,Biopesticide,68.33,n
"Ragavendran, C.; Dubey, N. K.; Natarajan, D.","Beauveria bassiana (Clavicipitaceae): a potent fungal agent for controlling mosquito vectors of Anopheles stephensi, Culex quinquefasciatus and Aedes aegypti (Diptera: Culicidae)",2017,India,Native,Larvae,Biopesticide,71.33,n
"Ragavendran, C.; Dubey, N. K.; Natarajan, D.","Beauveria bassiana (Clavicipitaceae): a potent fungal agent for controlling mosquito vectors of Anopheles stephensi, Culex quinquefasciatus and Aedes aegypti (Diptera: Culicidae)",2017,India,Native,Larvae,Biopesticide,81.33,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Sonepat),Native,Adult,Organochlorine,98.3,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Sonepat),Native,Adult,Organophosphate,100,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Sonepat),Native,Adult,Carbamate,100,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Sonepat),Native,Adult,Pyrethroid,100,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Sonepat),Native,Adult,Pyrroles,100,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Nadiad),Native,Adult,Organochlorine,95.9,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Nadiad),Native,Adult,Organophosphate,98,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Nadiad),Native,Adult,Carbamate,100,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Nadiad),Native,Adult,Pyrethroid,100,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Nadiad),Native,Adult,Pyrroles,100,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Goa),Native,Adult,Organochlorine,10.3,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Goa),Native,Adult,Organophosphate,26.2,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Goa),Native,Adult,Carbamate,23.4,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Goa),Native,Adult,Pyrethroid,84.9,n
"Raghavendra, K.; Barik, T. K.; Sharma, P.; Bhatt, R. M.; Srivastava, H. C.; Sreehari, U.; Dash, A. P.",Chlorfenapyr: a new insecticide with novel mode of action can control pyrethroid resistant malaria vectors,2011,India (Goa),Native,Adult,Pyrroles,100,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Chack Garray),Native,Adult,Pyrethroid,100,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Layyah Lohanch Nashaib),Native,Adult,Pyrethroid,100,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Jaman Shah),Native,Adult,Pyrethroid,100,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (UC Sahuwala),Native,Adult,Pyrethroid,100,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Muzaffarghar Kot Adu Road) ,Native,Adult,Pyrethroid,85,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Alipur),Native,Adult,Pyrethroid,87.71,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Janat Wali),Native,Adult,Pyrethroid,85,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Kot Chutta),Native,Adult,Pyrethroid,62.5,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Taunsa Road),Native,Adult,Pyrethroid,60,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (DG Khan Jhakra Imam),Native,Adult,Pyrethroid,55,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (RajinPur Kot Methan Road),Native,Adult,Pyrethroid,50,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (NoorPur),Native,Adult,Pyrethroid,52,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (AkePur),Native,Adult,Pyrethroid,51,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Chack Garray),Native,Adult,Pyrethroid,100,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Layyah Lohanch Nashaib),Native,Adult,Pyrethroid,100,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (UC Sahuwala),Native,Adult,Pyrethroid,100,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Muzaffarghar Kot Adu Road) ,Native,Adult,Pyrethroid,46.66,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Alipur),Native,Adult,Pyrethroid,43,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Janat Wali),Native,Adult,Pyrethroid,45,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Kot Chutta),Native,Adult,Pyrethroid,50,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Taunsa Road),Native,Adult,Pyrethroid,48,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (DG Khan Jhakra Imam),Native,Adult,Pyrethroid,52,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (RajinPur Kot Methan Road),Native,Adult,Pyrethroid,55,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (NoorPur),Native,Adult,Pyrethroid,54,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (AkePur),Native,Adult,Pyrethroid,45,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Chack Garray),Native,Adult,Pyrethroid,87.5,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Layyah Lohanch Nashaib),Native,Adult,Pyrethroid,86,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Jaman Shah),Native,Adult,Pyrethroid,85.66,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Muzaffarghar Kot Adu Road) ,Native,Adult,Pyrethroid,66.66,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Alipur),Native,Adult,Pyrethroid,71.66,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Janat Wali),Native,Adult,Pyrethroid,70,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Kot Chutta),Native,Adult,Pyrethroid,65,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Taunsa Road),Native,Adult,Pyrethroid,60,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (DG Khan Jhakra Imam),Native,Adult,Pyrethroid,60,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (RajinPur Kot Methan Road),Native,Adult,Pyrethroid,60,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (NoorPur),Native,Adult,Pyrethroid,65,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (AkePur),Native,Adult,Pyrethroid,55,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Chack Garray),Native,Adult,Organochlorine,50,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Layyah Lohanch Nashaib),Native,Adult,Organochlorine,49.6,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Jaman Shah),Native,Adult,Organochlorine,51,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (UC Sahuwala),Native,Adult,Organochlorine,48.88,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Muzaffarghar Kot Adu Road) ,Native,Adult,Organochlorine,48,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Alipur),Native,Adult,Organochlorine,47.36,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Janat Wali),Native,Adult,Organochlorine,45,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Kot Chutta),Native,Adult,Organochlorine,45,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Taunsa Road),Native,Adult,Organochlorine,46,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (DG Khan Jhakra Imam),Native,Adult,Organochlorine,48,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (RajinPur Kot Methan Road),Native,Adult,Organochlorine,45,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (NoorPur),Native,Adult,Organochlorine,45,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (AkePur),Native,Adult,Organochlorine,50,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Chack Garray),Native,Adult,Organophosphate,60,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Layyah Lohanch Nashaib),Native,Adult,Organophosphate,55,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Jaman Shah),Native,Adult,Organophosphate,57.07,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (UC Sahuwala),Native,Adult,Organophosphate,57.57,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Muzaffarghar Kot Adu Road) ,Native,Adult,Organophosphate,50,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Alipur),Native,Adult,Organophosphate,53,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Janat Wali),Native,Adult,Organophosphate,46.66,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Kot Chutta),Native,Adult,Organophosphate,47.5,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (Taunsa Road),Native,Adult,Organophosphate,46,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (DG Khan Jhakra Imam),Native,Adult,Organophosphate,48,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (RajinPur Kot Methan Road),Native,Adult,Organophosphate,50,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (NoorPur),Native,Adult,Organophosphate,49,n
"Rathor, H. R.; Nadeem, G.; Khan, I. A.","Pesticide Susceptibility Status of Anopheles Mosquitoes in Four Flood-Affected Districts of South Punjab, Pakistan",2013,Pakistan (AkePur),Native,Adult,Organophosphate,50,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Pyrethroid,89,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Pyrethroid,89,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Pyrethroid,65,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Langman),Native,Adult,Pyrethroid,90,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Langman),Native,Adult,Pyrethroid,87,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Langman),Native,Adult,Pyrethroid,91,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Nangarhar),Native,Adult,Pyrethroid,92,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Nangarhar),Native,Adult,Pyrethroid,92.2,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Nangarhar),Native,Adult,Pyrethroid,90,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Pyrethroid,78,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Pyrethroid,85,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Pyrethroid,78,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Langman),Native,Adult,Pyrethroid,65,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Langman),Native,Adult,Pyrethroid,63,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Langman),Native,Adult,Pyrethroid,93,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Nangarhar),Native,Adult,Pyrethroid,66,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Nangarhar),Native,Adult,Pyrethroid,95,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Nangarhar),Native,Adult,Pyrethroid,90,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Organophosphate,62,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Organophosphate,88,n
"Safi, N. H. Z.; Ahmadi, A. A.; Nahzat, S.; Warusavithana, S.; Safi, N.; Valadan, R.; Shemshadian, A.; Sharifi, M.; Enayati, A.; Hemingway, J.",Status of insecticide resistance and its biochemical and molecular mechanisms in Anopheles stephensi (Diptera: Culicidae) from Afghanistan,2019,Afghanistan (Kunar),Native,Adult,Organophosphate,28,n
